player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Khalil Herbert,41668,HB,CHI,13,11,0,6,0,-3.2,2,88.9,,0,0,11.1,1,2,0,45.7,67.5,0,25,7.4,2,27,8,85.2,23,131.0,9,81.8,1,59,83,10.4,7.4,2.57,-2.0,0,100.0,,0,0,0.0,0,0,0,29.5,46.7,0,7,0.0,0,13,1,92.3,12,95.8,1,9.1,0,7,9,9.0,7.0,0.58
Kyren Williams,97118,HB,LA,8,11,0,26,0,-7.0,0,100.0,,0,0,0.0,0,0,0,84.5,66.7,0,10,16.7,1,6,2,83.3,5,93.8,2,18.2,0,13,27,13.5,6.5,2.6,,0,,,0,0,,0,0,0,77.3,55.1,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0
Quintin Morris,61182,TE,BUF,16,11,0,4,0,-3.0,0,100.0,,0,0,0.0,0,0,1,78.7,21.9,0,0,9.1,1,11,1,90.9,10,79.2,1,9.1,0,0,3,3.0,0.0,0.0,4.4,0,100.0,,0,0,0.0,0,3,0,81.7,49.3,0,26,1.4,1,71,5,91.5,65,116.7,5,45.5,0,60,38,7.6,12.0,0.92
Parker Hesse,48369,TE,ATL,17,11,0,2,0,,0,,,0,0,,0,0,0,,36.7,0,0,13.6,3,22,0,81.8,18,0.0,0,0.0,0,0,0,,,0.0,5.3,0,33.3,0.0,0,1,0.0,0,1,0,76.5,52.6,0,8,19.6,9,46,1,76.1,35,42.4,3,27.3,0,8,3,3.0,8.0,0.23
Dan Arnold,51842,TE,JAX,18,11,0,15,0,-1.5,0,100.0,,0,0,0.0,0,1,0,90.2,92.2,0,24,16.7,2,12,2,58.3,7,118.8,2,18.2,0,32,35,17.5,16.0,4.57,8.0,0,66.7,,0,0,33.3,1,1,0,49.6,59.0,0,20,0.0,0,28,2,92.9,26,96.5,3,27.3,0,28,7,3.5,14.0,1.08
Brycen Hopkins,47338,TE,LA,13,11,0,26,0,,0,,,0,0,,0,0,0,,46.5,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,11.0,0,100.0,,0,0,0.0,0,1,0,76.5,59.8,0,16,0.0,0,10,1,100.0,10,118.8,1,9.1,0,16,5,5.0,16.0,1.6
James Mitchell,77885,TE,DET,13,11,0,11,0,,0,,,0,0,,0,0,0,,40.4,0,0,7.1,1,14,0,85.7,12,0.0,0,0.0,0,0,0,,,0.0,7.0,1,100.0,,0,0,0.0,0,3,0,78.0,73.1,0,22,6.7,1,15,3,86.7,13,147.9,3,27.3,1,30,15,5.0,10.0,2.31
Jonathan Williams,10790,HB,WAS,8,10,0,32,0,-5.0,0,0.0,,0,0,100.0,1,0,0,21.7,17.6,0,0,0.0,0,4,0,100.0,4,39.6,2,20.0,0,0,0,,,0.0,0.8,0,75.0,,0,0,0.0,0,0,0,53.3,48.2,0,8,0.0,0,21,3,90.5,19,78.1,4,40.0,0,13,11,3.7,4.3,0.68
Michael Woods II,84117,WR,CLV,10,10,0,8,0,,0,,,0,0,,0,0,0,78.7,71.6,0,0,0.0,0,9,0,88.9,8,0.0,0,0.0,0,0,0,,,0.0,4.5,0,75.0,,0,0,0.0,0,2,0,78.0,54.5,0,15,5.7,2,35,3,85.7,30,90.6,4,40.0,0,25,12,4.0,8.3,0.83
Andre Baccellia,47901,WR,ARZ,8,10,0,1,0,,0,,,0,0,,0,0,0,,44.7,0,0,0.0,0,11,0,90.9,10,0.0,0,0.0,0,0,0,,,0.0,5.0,0,100.0,,0,0,0.0,0,1,0,79.4,56.9,0,7,0.0,0,11,1,100.0,11,95.8,1,10.0,0,7,2,2.0,7.0,0.64
Trent Taylor,11932,WR,CIN,9,10,0,7,0,-1.7,0,100.0,,0,0,0.0,0,0,0,88.7,55.8,0,8,0.0,0,10,3,100.0,10,91.7,3,30.0,0,18,23,7.7,6.0,1.8,5.4,1,55.6,0.0,0,1,0.0,0,1,0,78.7,53.9,0,34,1.3,1,75,5,89.3,67,74.8,9,90.0,0,57,33,6.6,11.4,0.85
Deven Thompkins,84480,WR,TB,5,10,0,30,0,-2.5,1,100.0,,0,0,0.0,0,0,0,84.5,51.0,0,5,0.0,0,11,2,100.0,11,81.3,2,20.0,0,7,12,6.0,3.5,0.64,-4.0,0,100.0,,0,0,0.0,0,0,0,78.0,53.8,0,2,0.0,0,7,1,100.0,7,79.2,1,10.0,0,2,6,6.0,2.0,0.29
Montrell Washington,64310,WR,DEN,14,10,0,10,0,-3.0,1,100.0,,0,0,0.0,0,0,0,90.2,64.9,0,4,0.0,0,4,4,100.0,4,79.2,4,40.0,0,2,14,3.5,0.5,0.5,32.2,1,16.7,0.0,0,3,0.0,0,0,0,77.3,51.5,0,0,0.0,0,36,1,97.2,35,39.6,6,60.0,0,0,2,2.0,0.0,0.0
Anthony Schwartz,84135,WR,CLV,10,10,0,8,0,,0,,,0,0,,0,0,0,,46.1,0,0,0.0,0,9,0,88.9,8,0.0,0,0.0,0,0,0,,,0.0,22.4,0,40.0,0.0,0,2,0.0,0,1,1,29.2,48.6,0,17,0.0,0,30,2,93.3,28,59.6,5,50.0,0,29,21,10.5,14.5,1.04
Reggie Gilliam,40951,FB,BUF,16,10,0,4,0,-4.0,1,100.0,,0,0,0.0,0,1,0,78.7,73.8,0,11,0.0,0,5,1,100.0,5,152.1,1,10.0,1,11,15,15.0,11.0,2.2,12.5,0,50.0,,0,0,0.0,0,0,0,72.1,52.5,0,-1,11.5,3,26,1,88.5,23,56.3,2,20.0,0,-1,3,3.0,-1.0,-0.04
Craig Reynolds,94383,HB,DET,8,10,0,11,0,-6.0,3,100.0,,0,0,0.0,0,1,0,84.5,94.6,0,36,0.0,0,6,2,100.0,6,118.8,2,20.0,0,37,49,24.5,18.5,6.17,,0,,,0,0,,0,0,0,62.1,66.9,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Marlon Mack,11898,HB,DEN,5,9,0,10,0,-5.5,2,100.0,,0,0,0.0,0,1,0,90.2,98.2,0,66,0.0,0,5,4,100.0,5,158.3,4,44.4,1,74,96,24.0,18.5,14.8,0.0,0,100.0,,0,0,0.0,0,0,0,78.7,80.7,0,5,0.0,0,1,1,100.0,1,87.5,1,11.1,0,5,5,5.0,5.0,5.0
Brandon Bolden,7469,HB,LV,10,9,0,23,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,58.7,0,-2,0.0,0,2,1,100.0,2,79.2,1,11.1,0,-2,2,2.0,-2.0,-1.0,,0,,,0,0,,0,0,0,82.2,66.0,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Nick Vannett,10728,TE,NYG,10,9,0,21,0,,0,,,0,0,,0,0,0,,51.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,73.4,50.8,0,0,0.0,0,21,0,100.0,21,0.0,0,0.0,0,0,0,,,0.0
Mike Thomas,10840,WR,CIN,10,9,0,7,0,,0,,,0,0,,0,0,0,,44.3,0,0,0.0,0,12,0,91.7,11,0.0,0,0.0,0,0,0,,,0.0,12.5,0,50.0,,0,0,0.0,0,1,0,31.8,49.2,0,33,0.0,0,19,1,89.5,17,95.8,2,22.2,0,33,23,23.0,33.0,1.94
Giovanni Ricci,13756,TE,CAR,13,9,0,5,0,,0,,,0,0,,0,0,0,,37.9,0,0,25.0,3,12,0,75.0,9,0.0,0,0.0,0,0,0,,,0.0,10.0,1,100.0,,0,0,0.0,0,2,0,79.4,75.4,0,32,0.0,0,14,4,92.9,13,118.8,4,44.4,0,66,26,6.5,16.5,5.08
Samori Toure,25276,WR,GB,10,9,0,12,0,0.0,0,100.0,,0,0,0.0,0,0,0,78.7,49.7,0,2,0.0,0,8,1,75.0,6,79.2,1,11.1,0,2,2,2.0,2.0,0.33,20.0,1,62.5,,0,0,0.0,0,2,1,77.3,47.2,0,37,0.0,0,55,5,89.1,49,136.5,8,88.9,1,82,10,2.0,16.4,1.67
N'Keal Harry,48297,WR,CHI,7,9,0,6,0,-1.0,0,100.0,,0,0,0.0,0,0,0,78.7,47.4,0,7,0.0,0,15,1,93.3,14,95.8,1,11.1,0,7,8,8.0,7.0,0.5,8.8,0,100.0,100.0,2,2,0.0,0,3,0,80.6,73.4,0,17,0.0,0,22,4,86.4,19,153.1,4,44.4,1,45,10,2.5,11.3,2.37
Mike Strachan,143358,WR,IND,13,9,0,14,0,,0,,,0,0,,0,0,0,,47.2,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,26.5,0,0.0,0.0,0,2,,0,0,0,72.1,57.8,0,0,0.0,0,5,0,100.0,5,39.6,2,22.2,0,0,0,,,0.0
Chris Myarick,47358,TE,NYG,15,8,0,21,0,,0,,,0,0,,0,0,0,,45.8,0,0,33.3,1,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,46.3,63.9,0,0,45.5,5,11,0,54.5,6,0.0,0,0.0,0,0,0,,,0.0
Ryan Griffin,7982,TE,CHI,14,8,0,6,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,49.1,0,5,0.0,0,5,1,100.0,5,87.5,1,12.5,0,5,7,7.0,5.0,1.0,10.0,0,50.0,0.0,0,1,0.0,0,1,0,70.5,61.4,0,18,25.0,3,12,1,75.0,9,81.3,2,25.0,0,18,2,2.0,18.0,2.0
Jameson Williams,101701,WR,DET,6,8,0,11,0,,0,,,0,0,,0,0,0,,47.9,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,-6.0,0,0.0,,0,0,100.0,1,0,0,25.5,41.2,0,0,0.0,0,10,0,80.0,8,39.6,1,12.5,0,0,0,,,0.0
Chris Manhertz,10211,TE,JAX,19,8,0,15,0,-3.5,0,100.0,,0,0,0.0,0,0,0,84.5,34.3,0,0,33.3,9,27,2,63.0,17,79.2,2,25.0,0,-1,6,3.0,-0.5,-0.06,,0,,,0,0,,0,0,0,45.8,35.7,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Grant Calcaterra,60997,TE,PHI,15,8,0,24,0,,0,,,0,0,,0,0,0,,42.8,0,0,20.0,1,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,12.3,0,66.7,,0,0,0.0,0,1,0,28.4,48.9,0,19,5.9,2,34,2,94.1,32,99.3,3,37.5,0,30,7,3.5,15.0,0.94
D'Onta Foreman,11844,HB,CAR,17,8,0,5,0,-2.7,1,66.7,,0,0,0.0,0,1,0,84.5,70.4,1,23,3.4,1,29,2,93.1,27,44.4,3,37.5,0,19,24,12.0,9.5,0.7,,0,,,0,0,,0,0,0,72.1,53.2,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Laquon Treadwell,10657,WR,SEA,7,8,0,29,0,,0,,,0,0,,0,0,0,,47.2,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,5.7,0,66.7,,0,0,33.3,1,0,0,27.9,49.1,0,7,0.0,0,23,2,100.0,23,70.1,3,37.5,0,9,1,0.5,4.5,0.39
Jordan Wilkins,26618,HB,IND,3,8,0,14,0,-5.3,0,66.7,,0,0,33.3,1,0,0,25.7,24.8,0,2,0.0,0,4,2,100.0,4,70.1,3,37.5,0,2,14,7.0,1.0,0.5,0.0,0,100.0,,0,0,0.0,0,0,0,61.8,55.9,0,9,0.0,0,2,2,100.0,2,89.6,2,25.0,0,11,11,5.5,5.5,5.5
Royce Freeman,45747,HB,HST,4,7,0,13,0,-5.0,0,100.0,,0,0,0.0,0,0,0,78.7,95.1,0,9,33.3,1,3,1,66.7,2,104.2,1,14.3,0,9,14,14.0,9.0,4.5,-1.0,0,100.0,,0,0,0.0,0,0,0,76.5,60.3,0,5,0.0,0,5,1,80.0,4,87.5,1,14.3,0,5,6,6.0,5.0,1.25
Cole Turner,84330,TE,WAS,9,7,0,32,0,,0,,,0,0,,0,0,0,,43.1,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,15.0,0,0.0,0.0,0,1,,0,0,0,64.7,43.7,0,0,25.9,14,54,0,64.8,35,39.6,2,28.6,0,0,0,,,0.0
Cade Johnson,42109,WR,SEA,3,7,0,29,0,,0,,,0,0,,0,0,0,,52.5,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,9.0,0,83.3,,0,0,0.0,0,4,0,78.0,60.3,0,24,0.0,0,56,5,96.4,54,108.3,6,85.7,0,60,15,3.0,12.0,1.11
Chris Conley,9509,WR,TEN,9,7,0,31,0,,0,,,0,0,,0,0,0,,46.7,0,0,0.0,0,9,0,88.9,8,0.0,0,0.0,0,0,0,,,0.0,2.0,0,0.0,,0,0,,0,0,0,52.5,56.1,0,0,0.0,0,15,0,80.0,12,39.6,1,14.3,0,0,0,,,0.0
Darrel Williams,13014,HB,ARZ,5,7,0,1,0,-3.8,0,25.0,0.0,0,1,50.0,1,0,0,78.7,52.4,0,6,0.0,0,9,1,100.0,9,39.6,4,57.1,0,6,11,11.0,6.0,0.67,,0,,,0,0,,0,0,0,76.5,47.8,0,0,0.0,0,11,0,100.0,11,0.0,0,0.0,0,0,0,,,0.0
Stephen Anderson,11160,TE,ARZ,14,7,0,1,0,-5.0,0,100.0,,0,0,0.0,0,0,0,78.7,43.8,0,1,0.0,0,11,1,90.9,10,79.2,1,14.3,0,1,6,6.0,1.0,0.1,,0,,,0,0,,0,0,0,26.5,34.2,0,0,0.0,0,12,0,91.7,11,0.0,0,0.0,0,0,0,,,0.0
Phillip Lindsay,12660,HB,IND,3,7,0,14,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,79.4,61.2,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Corey Clement,12253,HB,ARZ,4,7,0,1,0,-2.5,0,100.0,,0,0,0.0,0,1,0,84.5,95.5,0,17,0.0,0,6,2,83.3,5,108.3,2,28.6,0,20,25,12.5,10.0,4.0,2.7,1,66.7,,0,0,0.0,0,2,0,38.4,71.2,0,21,0.0,0,6,2,83.3,5,97.9,3,42.9,0,29,25,12.5,14.5,5.8
Jake Kumerow,9883,WR,BUF,6,7,0,4,0,,0,,,0,0,,0,0,0,,45.6,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,72.1,55.8,0,0,0.0,0,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0
Pierre Strong Jr.,66619,HB,NE,5,7,0,19,0,-1.0,0,100.0,,0,0,0.0,0,2,0,88.7,73.5,0,16,33.3,3,9,3,55.6,5,100.0,3,42.9,0,24,27,9.0,8.0,4.8,,0,,,0,0,,0,0,0,77.3,64.8,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Marcedes Lewis,2973,TE,GB,17,7,0,12,0,,0,,,0,0,,0,0,0,,29.0,0,0,10.7,3,28,0,89.3,25,0.0,0,0.0,0,0,0,,,0.0,-2.0,0,100.0,,0,0,0.0,0,0,0,45.8,44.3,0,-1,0.0,0,4,1,100.0,4,79.2,1,14.3,0,-1,1,1.0,-1.0,-0.25
Troy Hairston,65088,FB,HST,16,7,0,13,0,,0,,,0,0,,0,0,0,,49.8,0,0,25.0,1,4,0,50.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,59.3,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Trestan Ebner,57159,HB,CHI,10,7,0,6,0,-4.5,0,0.0,,0,0,,0,0,0,,47.7,0,0,0.0,0,7,0,100.0,7,39.6,2,28.6,0,0,0,,,0.0,-4.5,0,0.0,,0,0,,0,0,0,74.6,52.0,0,0,0.0,0,10,0,100.0,10,39.6,2,28.6,0,0,0,,,0.0
Boston Scott,39462,HB,PHI,18,7,0,24,0,-4.0,1,100.0,,0,0,0.0,0,0,0,88.7,52.2,0,5,8.7,2,23,3,87.0,20,79.2,3,42.9,0,8,20,6.7,2.7,0.4,,0,,,0,0,,0,0,0,81.1,50.8,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0
Zander Horvath,57384,FB,LAC,15,7,0,27,0,,0,,,0,0,,0,0,0,,,0,0,100.0,2,2,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,49.0,0,0,25.0,1,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0
Tony Jones Jr.,40498,HB,SEA,4,7,0,29,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,56.2,0,0,0.0,0,3,1,100.0,3,79.2,1,14.3,0,0,2,2.0,0.0,0.0,,0,,,0,0,,0,0,0,25.9,28.0,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0
Dax Milne,84147,WR,WAS,12,7,0,32,0,,0,,,0,0,,0,0,0,,47.9,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,7.3,0,66.7,,0,0,0.0,0,0,0,78.7,60.3,0,6,0.0,0,20,2,95.0,19,72.9,3,42.9,0,11,3,1.5,5.5,0.58
Gary Brightwell,57133,HB,NYG,7,7,0,21,0,,0,,,0,0,,0,0,0,,53.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,73.4,57.7,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Racey McMath,61401,WR,TEN,4,7,0,31,0,,0,,,0,0,,0,0,0,,52.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.5,56.2,0,0,0.0,0,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0
Jakob Johnson,32565,FB,LV,17,6,0,23,0,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,68.3,50.8,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Dezmon Patmon,48329,WR,IND,1,6,0,14,0,,0,,,0,0,,0,0,0,,53.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,29.2,58.8,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0
Tyler Kroft,9518,TE,SF,13,6,0,28,0,-2.0,0,0.0,,0,0,,0,0,0,,37.5,0,0,9.1,1,11,0,90.9,10,39.6,1,16.7,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,43.8,0,0,10.0,1,10,0,90.0,9,0.0,0,0.0,0,0,0,,,0.0
Tylan Wallace,61577,WR,BLT,8,6,0,3,0,,0,,,0,0,,0,0,0,,52.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,15.7,1,66.7,100.0,1,1,0.0,0,1,0,75.6,52.8,0,12,0.0,0,11,2,100.0,11,86.8,3,50.0,0,21,8,4.0,10.5,1.91
Charlie Kolar,60917,TE,BLT,1,6,0,3,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,9.8,0,50.0,50.0,1,2,0.0,0,2,0,76.5,73.7,0,14,0.0,0,23,2,95.7,22,72.9,4,66.7,0,28,11,5.5,14.0,1.27
Danny Gray,121926,WR,SF,14,6,0,28,0,,0,,,0,0,,0,0,0,,47.1,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,21.5,0,0.0,,0,0,,0,0,0,68.3,59.4,0,0,0.0,0,7,0,100.0,7,39.6,2,33.3,0,0,0,,,0.0
Malik Davis,57196,HB,DAL,6,6,0,9,0,,0,,,0,0,,0,0,0,,51.4,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0.0,0,100.0,,0,0,0.0,0,0,0,78.0,92.5,0,8,0.0,0,1,1,100.0,1,100.0,1,16.7,0,8,8,8.0,8.0,8.0
Tyrie Cleveland,42134,WR,DEN,4,6,0,10,0,,0,,,0,0,,0,0,0,,49.3,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,12.7,2,66.7,,0,0,0.0,0,1,0,29.9,48.2,0,16,0.0,0,13,2,92.3,12,96.5,3,50.0,0,28,17,8.5,14.0,2.33
Gunner Olszewski,95015,WR,PIT,12,6,0,25,0,-4.0,1,100.0,,0,0,0.0,0,0,0,78.7,50.5,0,4,0.0,0,8,1,75.0,6,83.3,1,16.7,0,4,8,8.0,4.0,0.67,7.6,1,100.0,100.0,1,1,0.0,0,1,0,76.5,56.7,0,31,0.0,0,67,5,95.5,64,110.8,5,83.3,0,53,15,3.0,10.6,0.83
Malcolm Brown,9902,HB,LA,9,6,0,26,0,-5.0,0,100.0,,0,0,0.0,0,1,0,78.7,71.2,0,13,0.0,0,9,1,100.0,9,118.8,1,16.7,0,13,18,18.0,13.0,1.44,0.0,0,100.0,,0,0,0.0,0,1,0,77.3,64.5,0,10,0.0,0,6,1,100.0,6,108.3,1,16.7,0,10,10,10.0,10.0,1.67
Elijah Mitchell,57272,HB,SF,7,6,0,28,0,-3.0,0,50.0,,0,0,0.0,0,0,0,78.7,99.7,0,-1,0.0,0,6,1,100.0,6,56.3,2,33.3,0,-1,3,3.0,-1.0,-0.17,-4.0,0,100.0,,0,0,0.0,0,0,0,73.4,90.8,0,-1,0.0,0,5,1,100.0,5,79.2,1,16.7,0,-1,3,3.0,-1.0,-0.2
Dennis Houston,61295,WR,DAL,2,6,0,9,0,,0,,,0,0,,0,0,0,,49.4,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.5,53.8,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0
Myles Gaskin,45914,HB,MIA,2,6,0,17,0,,0,,,0,0,,0,0,0,,51.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,75.6,60.7,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Armani Rogers,40034,TE,WAS,11,6,0,32,0,-2.5,1,100.0,,0,0,0.0,0,2,0,84.5,91.5,0,23,8.3,1,12,2,91.7,11,118.8,2,33.3,0,36,41,20.5,18.0,3.27,5.5,0,100.0,,0,0,0.0,0,2,0,74.6,63.7,0,17,12.9,4,31,2,87.1,27,118.8,2,33.3,0,26,15,7.5,13.0,0.96
Freddie Swain,26448,WR,DEN,4,6,0,10,0,-3.0,0,100.0,,0,0,0.0,0,1,0,78.7,73.0,0,9,0.0,0,9,1,100.0,9,104.2,1,16.7,0,9,12,12.0,9.0,1.0,4.6,0,60.0,,0,0,0.0,0,2,0,77.3,67.1,1,11,0.0,0,51,3,96.1,49,30.8,5,83.3,0,22,17,5.7,7.3,0.45
Rashaad Penny,27414,HB,SEA,5,5,0,29,0,-5.0,0,100.0,,0,0,0.0,0,0,0,84.5,84.6,0,3,0.0,0,8,1,75.0,6,79.2,1,20.0,0,3,8,8.0,3.0,0.5,-5.0,1,100.0,,0,0,0.0,0,0,0,77.3,53.9,0,4,0.0,0,7,1,100.0,7,83.3,1,20.0,0,4,9,9.0,4.0,0.57
Derek Watt,10832,FB,PIT,9,5,0,25,0,0.0,0,100.0,,0,0,0.0,0,0,0,78.7,79.4,0,1,0.0,0,1,1,100.0,1,79.2,1,20.0,0,1,1,1.0,1.0,1.0,,0,,,0,0,,0,0,0,,50.6,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Cody Hollister,12052,WR,TEN,10,5,0,31,0,,0,,,0,0,,0,0,0,,47.0,0,0,0.0,0,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,49.8,0,0,0.0,0,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0
Ross Dwelley,20994,TE,SF,8,5,0,28,0,,0,,,0,0,,0,0,0,,46.2,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,8.0,0,50.0,100.0,1,1,0.0,0,1,0,72.1,58.9,0,11,4.2,1,24,1,91.7,22,66.7,2,40.0,0,11,0,0.0,11.0,0.5
Andy Isabella,47448,WR,BLT,5,5,0,3,0,,0,,,0,0,,0,0,0,,46.1,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,10.0,0,33.3,0.0,0,1,0.0,0,1,0,72.1,52.8,0,10,0.0,0,18,1,100.0,18,43.8,3,60.0,0,10,4,4.0,10.0,0.56
Ronnie Rivers,57208,HB,LA,2,5,0,26,0,-5.0,2,100.0,,0,0,0.0,0,1,0,90.6,96.6,0,14,0.0,0,5,5,100.0,5,90.8,5,100.0,0,29,54,10.8,5.8,5.8,,0,,,0,0,,0,0,0,74.6,78.9,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Salvon Ahmed,57472,HB,MIA,7,5,0,17,0,-2.0,1,100.0,,0,0,0.0,0,1,0,78.7,99.9,0,20,40.0,2,5,1,60.0,3,118.8,1,20.0,0,20,22,22.0,20.0,6.67,1.0,0,100.0,,0,0,0.0,0,0,0,78.0,90.7,0,8,7.7,1,13,1,92.3,12,100.0,1,20.0,0,8,7,7.0,8.0,0.67
Stone Smartt,60492,TE,LAC,7,5,0,27,0,,0,,,0,0,,0,0,0,,44.3,0,0,0.0,0,10,0,100.0,10,0.0,0,0.0,0,0,0,,,0.0,8.5,0,50.0,,0,0,0.0,0,0,0,75.6,53.5,0,5,0.0,0,25,1,100.0,25,56.3,2,40.0,0,5,1,1.0,5.0,0.2
Kevin White,9440,WR,NO,7,5,0,20,0,,0,,,0,0,,0,0,0,,45.3,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,28.0,51.2,0,0,0.0,0,17,0,100.0,17,0.0,0,0.0,0,0,0,,,0.0
Kyle Rudolph,6195,TE,TB,9,5,0,30,0,,0,,,0,0,,0,0,0,,34.6,0,0,0.0,0,12,0,100.0,12,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,41.6,50.7,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0
