player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Gus Edwards,46027,HB,BLT,10,2,0,3,,0,,,0,0,,0,0,0,,55.4,0,0,28.6,2,7,0,71.4,5,0.0,0,0.0,0,0,0,,,0.0,0,-1.0,0,50.0,,0,0,0.0,0,1,0,64.7,55.2,0,13,23.7,9,38,1,76.3,29,70.8,2,100.0,0,13,18,18.0,13.0,0.45
Benny Snell Jr.,45954,HB,PIT,3,2,0,25,,0,,,0,0,,0,0,0,,56.7,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,-1.5,1,100.0,,0,0,0.0,0,1,0,68.3,80.7,0,11,30.8,4,13,2,61.5,8,102.1,2,100.0,0,17,20,10.0,8.5,2.13
Trayveon Williams,45775,HB,CIN,6,2,0,7,15.0,1,100.0,,0,0,0.0,0,1,0,64.7,86.8,0,24,27.3,3,11,1,72.7,8,118.8,1,50.0,0,24,9,9.0,24.0,3.0,0,5.0,0,100.0,,0,0,0.0,0,0,0,64.7,57.9,0,6,10.0,1,10,1,80.0,8,91.7,1,50.0,0,6,1,1.0,6.0,0.75
Sean McKeon,42266,TE,DAL,13,2,0,9,,0,,,0,0,,0,0,0,,55.4,0,0,60.0,3,5,0,40.0,2,0.0,0,0.0,0,0,0,,,0.0,0,2.0,0,100.0,,0,0,0.0,0,1,0,68.3,64.6,0,10,23.8,5,21,2,76.2,16,89.6,2,100.0,0,11,7,3.5,5.5,0.69
Charlie Woerner,42257,TE,SF,13,2,0,28,,0,,,0,0,,0,0,0,,54.2,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,0,21.0,0,0.0,,0,0,,0,0,0,,46.8,0,0,38.5,15,39,0,59.0,23,39.6,1,50.0,0,0,0,,,0.0
Kene Nwangwu,40547,HB,MIN,3,2,0,18,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,3.0,0,100.0,,0,0,0.0,0,0,0,64.7,60.3,0,5,25.0,2,8,1,75.0,6,87.5,1,50.0,0,5,2,2.0,5.0,0.83
Jaelon Darden,61522,WR,CLV,8,2,0,8,,0,,,0,0,,0,0,0,,53.6,0,0,0.0,0,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0,0,5.5,0,100.0,,0,0,0.0,0,1,0,68.3,61.5,0,25,0.0,0,28,2,100.0,28,118.8,2,100.0,0,26,15,7.5,13.0,0.93
Feleipe Franks,40217,QB,ATL,8,2,0,2,27.0,0,0.0,0.0,0,1,,0,0,0,,45.4,0,0,0.0,0,6,0,100.0,6,39.6,2,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,51.8,0,0,15.0,3,20,0,85.0,17,0.0,0,0.0,0,0,0,,,0.0
Daylen Baldwin,64309,WR,CLV,1,2,0,8,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,12.5,0,100.0,100.0,1,1,0.0,0,2,0,68.3,84.2,0,15,0.0,0,4,2,100.0,4,118.8,2,100.0,0,25,0,0.0,12.5,6.25
Justin Herbert,28237,QB,LAC,18,2,0,27,-6.0,0,100.0,,0,0,0.0,0,0,1,,,0,-2,0.0,0,202,1,0.0,0,79.2,1,50.0,0,-2,4,4.0,-2.0,,0,-8.0,0,100.0,,0,0,50.0,1,0,5,,60.0,0,-8,0.0,0,489,1,0.2,1,79.2,1,50.0,0,-8,0,0.0,-8.0,-8.0
Tanner Conner,22777,TE,MIA,6,2,0,17,,0,,,0,0,,0,0,0,,59.7,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,6.5,0,0.0,,0,0,100.0,2,0,0,25.5,28.0,0,0,0.0,0,9,0,88.9,8,39.6,2,100.0,0,0,0,,,0.0
Jeremy Ruckert,84029,TE,NYJ,3,2,0,22,,0,,,0,0,,0,0,0,,54.7,0,0,16.7,1,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,0,6.0,0,100.0,,0,0,0.0,0,0,0,64.7,53.1,0,8,11.1,1,9,1,77.8,7,100.0,1,50.0,0,8,2,2.0,8.0,1.14
Mason Schreck,12007,TE,HST,3,2,0,13,,0,,,0,0,,0,0,0,,50.1,0,0,28.6,2,7,0,71.4,5,0.0,0,0.0,0,0,0,,,0.0,0,3.5,0,100.0,100.0,1,1,0.0,0,0,0,68.3,53.2,0,6,29.4,5,17,2,64.7,11,79.2,2,100.0,0,6,-1,-0.5,3.0,0.55
Pharoh Cooper,10751,WR,ARZ,3,2,0,1,,0,,,0,0,,0,0,0,,57.6,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,-3.0,0,100.0,,0,0,0.0,0,0,0,68.3,57.0,0,3,0.0,0,10,2,100.0,10,79.2,2,100.0,0,6,12,6.0,3.0,0.6
Deonte Harty,91470,WR,NO,4,2,0,20,,0,,,0,0,,0,0,0,,55.7,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,2.5,0,100.0,,0,0,0.0,0,0,0,68.3,50.7,0,9,0.0,0,11,2,100.0,11,93.8,2,100.0,0,13,8,4.0,6.5,1.18
Jason Moore,91472,WR,LAC,6,2,0,27,,0,,,0,0,,0,0,0,,55.6,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,0,21.0,0,0.0,0.0,0,1,,0,0,0,,51.6,0,0,0.0,0,17,0,100.0,17,39.6,1,50.0,0,0,0,,,0.0
Mike Davis,9559,HB,BLT,7,2,0,3,-3.0,0,100.0,,0,0,0.0,0,0,0,64.7,58.4,0,-3,12.5,1,8,1,87.5,7,79.2,1,50.0,0,-3,0,0.0,-3.0,-0.43,0,-4.0,0,100.0,,0,0,0.0,0,0,0,64.7,57.5,0,7,0.0,0,10,1,90.0,9,95.8,1,50.0,0,7,11,11.0,7.0,0.78
Keith Smith,9302,FB,ATL,16,2,0,2,,0,,,0,0,,0,0,0,,53.7,0,0,50.0,7,14,0,50.0,7,0.0,0,0.0,0,0,0,,,0.0,0,0.0,0,100.0,,0,0,0.0,0,0,0,64.7,55.2,0,8,52.1,25,48,1,43.8,21,100.0,1,50.0,0,8,8,8.0,8.0,0.38
Richard Rodgers,8733,TE,LAC,10,2,0,27,,0,,,0,0,,0,0,0,,55.2,0,0,50.0,4,8,0,50.0,4,0.0,0,0.0,0,0,0,,,0.0,0,1.0,1,100.0,,0,0,0.0,0,0,0,64.7,48.6,0,4,42.9,12,28,1,57.1,16,83.3,1,50.0,0,4,3,3.0,4.0,0.25
Tyrion Davis-Price,99169,HB,SF,4,2,0,28,,0,,,0,0,,0,0,0,,55.3,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,0.0,0,0.0,,0,0,,0,0,0,,50.2,0,0,0.0,0,24,0,95.8,23,39.6,2,100.0,0,0,0,,,0.0
Giovani Bernard,7818,HB,TB,1,2,0,30,,0,,,0,0,,0,0,0,,57.8,0,0,60.0,3,5,0,40.0,2,0.0,0,0.0,0,0,0,,,0.0,0,-4.0,1,100.0,,0,0,0.0,0,0,0,68.3,58.3,0,6,9.1,1,11,2,90.9,10,79.2,2,100.0,0,-1,7,3.5,-0.5,-0.1
Zach Wilson,82096,QB,NYJ,9,1,0,22,,0,,,0,0,,0,0,1,,,0,0,0.0,0,119,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,0.0,0,142,0,0.0,0,0.0,0,0.0,0,0,0,,,
Dwayne Washington,10870,HB,NO,6,1,0,20,,0,,,0,0,,0,0,0,,55.9,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,0,1.0,0,100.0,,0,0,0.0,0,0,0,64.7,61.9,0,7,16.7,1,6,1,83.3,5,95.8,1,100.0,0,7,6,6.0,7.0,1.4
Kamu Grugier-Hill,10842,LB,ARZ,1,1,0,1,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Jeff Driskel,10841,QB,HST,6,1,0,13,,0,,,0,0,,0,0,0,,57.6,0,0,0.0,0,9,0,22.2,2,0.0,0,0.0,0,0,0,,,0.0,0,-2.0,0,100.0,,0,0,0.0,0,0,0,64.7,58.9,0,4,0.0,0,20,1,15.0,3,83.3,1,100.0,0,4,6,6.0,4.0,1.33
Penei Sewell,81788,T,DET,17,1,0,11,2.0,0,100.0,,0,0,0.0,0,1,0,64.7,78.3,0,9,99.5,200,201,1,0.5,1,104.2,1,100.0,0,9,7,7.0,9.0,9.0,0,,0,,,0,0,,0,0,0,,59.8,0,0,99.7,373,374,0,0.0,0,0.0,0,0.0,0,0,0,,,
Erik Ezukanma,78148,WR,MIA,1,1,0,17,,0,,,0,0,,0,0,0,,59.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Godwin Igwebuike,49166,HB,SEA,1,1,0,29,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,2.0,0,100.0,,0,0,0.0,0,0,0,64.7,65.4,0,3,0.0,0,1,1,100.0,1,79.2,1,100.0,0,3,1,1.0,3.0,3.0
Maurice Alexander,33465,WR,DET,3,1,0,11,2.0,0,100.0,,0,0,0.0,0,0,0,64.7,59.0,0,7,0.0,0,3,1,66.7,2,95.8,1,100.0,0,7,5,5.0,7.0,3.5,0,,0,,,0,0,,0,0,0,,57.6,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Jaret Patterson,77745,HB,WAS,1,1,0,32,,0,,,0,0,,0,0,0,,57.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,4.0,0,0.0,,0,0,,0,0,0,,54.3,0,0,0.0,0,8,0,87.5,7,39.6,1,100.0,0,0,0,,,0.0
Jared Goff,10635,QB,DET,17,1,0,11,,0,,,0,0,,0,0,1,,,0,0,0.0,0,201,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,-7.0,0,100.0,,0,0,0.0,0,0,5,,,0,5,0.0,0,373,1,0.0,0,87.5,1,100.0,0,5,12,12.0,5.0,
Ronald Jones,34001,HB,KC,4,1,0,16,,0,,,0,0,,0,0,0,,56.7,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,54.1,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0
Jacob Harris,34255,WR,LA,2,1,0,26,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Tyron Johnson,34427,WR,HST,4,1,0,13,,0,,,0,0,,0,0,0,,53.6,0,0,0.0,0,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,0,-2.0,0,100.0,,0,0,0.0,0,0,0,64.7,56.3,0,8,0.0,0,12,1,100.0,12,100.0,1,100.0,0,8,10,10.0,8.0,0.67
Kirk Merritt,35096,WR,NO,3,1,0,20,22.0,0,0.0,,0,0,,0,0,0,,56.4,0,0,0.0,0,4,0,100.0,4,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,57.3,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0
Ty'Son Williams,38287,HB,ARZ,1,1,0,1,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,-2.0,0,100.0,,0,0,0.0,0,0,0,64.7,64.5,0,5,0.0,0,2,1,100.0,2,87.5,1,100.0,0,5,7,7.0,5.0,2.5
Russell Wilson,7077,QB,DEN,15,1,0,10,,0,,,0,0,,0,0,2,,,0,0,0.0,0,128,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,2,,,0,0,0.0,0,372,0,0.0,0,0.0,0,0.0,0,0,0,,,
DJ Turner,47663,WR,LV,6,1,0,23,,0,,,0,0,,0,0,0,,59.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-3.0,0,0.0,,0,0,100.0,1,0,0,27.9,41.1,0,0,0.0,0,5,0,100.0,5,39.6,1,100.0,0,0,0,,,0.0
Mason Kinsey,115664,WR,TEN,1,1,0,31,,0,,,0,0,,0,0,0,,57.1,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,3.0,0,100.0,,0,0,0.0,0,0,0,64.7,57.8,0,3,0.0,0,4,1,100.0,4,79.2,1,100.0,0,3,0,0.0,3.0,0.75
Patrick Taylor,40448,HB,GB,5,1,0,12,,0,,,0,0,,0,0,0,,52.6,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,-1.0,0,100.0,,0,0,0.0,0,1,0,64.7,83.3,0,17,25.0,2,8,1,75.0,6,118.8,1,100.0,0,17,18,18.0,17.0,2.83
Cody White,61448,WR,PIT,1,1,0,25,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,1.0,0,100.0,,0,0,0.0,0,0,0,64.7,61.0,0,2,0.0,0,1,1,100.0,1,79.2,1,100.0,0,2,1,1.0,2.0,2.0
Darrynton Evans,40692,HB,CHI,4,1,0,6,2.0,1,100.0,,0,0,0.0,0,1,0,64.7,86.3,0,33,20.0,1,5,1,80.0,4,118.8,1,100.0,0,33,31,31.0,33.0,8.25,0,,0,,,0,0,,0,0,0,,50.7,0,0,15.8,3,19,0,84.2,16,0.0,0,0.0,0,0,0,,,0.0
Josh Ali,61359,WR,ATL,2,1,0,2,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,49.0,0,0.0,,0,0,,0,0,0,,56.2,0,0,0.0,0,5,0,100.0,5,39.6,1,100.0,0,0,0,,,0.0
Jalen Camp,40986,WR,HST,2,1,0,13,7.0,0,100.0,100.0,1,1,0.0,0,1,0,64.7,74.2,0,7,0.0,0,3,1,66.7,2,95.8,1,100.0,0,7,0,0.0,7.0,3.5,0,,0,,,0,0,,0,0,0,,57.9,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Frank Darby,40988,WR,ATL,4,1,0,2,,0,,,0,0,,0,0,0,,58.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,15.0,0,100.0,,0,0,0.0,0,1,0,64.7,61.4,0,15,0.0,0,17,1,88.2,15,118.8,1,100.0,0,15,0,0.0,15.0,1.0
Khari Blasingame,44889,FB,CHI,16,1,0,6,-3.0,0,0.0,,0,0,,0,0,0,,51.9,0,0,23.5,4,17,0,64.7,11,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,45.6,0,0,44.1,15,34,0,52.9,18,0.0,0,0.0,0,0,0,,,0.0
Jake Tonges,60864,TE,CHI,3,1,0,6,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,14.0,0,0.0,,0,0,,0,0,0,,55.7,0,0,0.0,0,3,0,100.0,3,39.6,1,100.0,0,0,0,,,0.0
Hunter Long,60859,TE,MIA,10,1,0,17,,0,,,0,0,,0,0,0,,57.8,0,0,60.0,3,5,0,40.0,2,0.0,0,0.0,0,0,0,,,0.0,0,2.0,0,0.0,,0,0,,0,0,0,64.7,61.6,0,0,50.0,15,30,0,46.7,14,39.6,1,100.0,0,0,0,,,0.0
Keke Coutee,47698,WR,IND,2,1,0,14,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,10.0,0,100.0,,0,0,0.0,0,0,1,64.7,43.9,0,20,0.0,0,2,1,100.0,2,118.8,1,100.0,0,20,10,10.0,20.0,10.0
James Washington,47792,WR,DAL,2,1,0,9,,0,,,0,0,,0,0,0,,58.8,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,0,6.0,0,0.0,0.0,0,1,,0,0,0,,53.9,0,0,0.0,0,8,0,100.0,8,39.6,1,100.0,0,0,0,,,0.0
Bailey Zappe,60396,QB,NE,4,1,0,19,,0,,,0,0,,0,0,1,,,0,0,0.0,0,44,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,-8.0,0,100.0,,0,0,0.0,0,0,1,,,0,-6,0.0,0,50,1,0.0,0,79.2,1,100.0,0,-6,2,2.0,-6.0,
Devine Ozigbo,45903,HB,DEN,3,1,0,10,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-5.0,0,100.0,,0,0,0.0,0,0,0,64.7,62.3,0,3,20.0,1,5,1,80.0,4,79.2,1,100.0,0,3,8,8.0,3.0,0.75
David Bakhtiari,7891,T,GB,11,1,0,12,,0,,,0,0,,0,0,0,,,0,0,100.0,119,119,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,100.0,180,180,0,0.0,0,0.0,0,0.0,0,0,0,,,
Tommy Sweeney,47216,TE,BUF,4,1,0,4,,0,,,0,0,,0,0,0,,50.0,0,0,12.5,1,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0,0,-1.0,0,100.0,,0,0,0.0,0,1,0,64.7,67.1,0,7,21.4,3,14,1,78.6,11,95.8,1,100.0,0,7,8,8.0,7.0,0.64
Stanley Morgan,48110,WR,CIN,8,1,0,7,0.0,0,0.0,,0,0,,0,0,0,,52.8,0,0,0.0,0,5,0,100.0,5,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,54.8,0,0,10.0,1,10,0,80.0,8,0.0,0,0.0,0,0,0,,,0.0
Jake Gervase,49103,LB,LA,2,1,0,26,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Josh Gordon,7618,WR,TEN,2,1,0,31,,0,,,0,0,,0,0,0,,57.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,13.0,0,0.0,,0,0,,0,0,0,,54.2,0,0,0.0,0,5,0,80.0,4,39.6,1,100.0,0,0,0,,,0.0
Noah Togiai,47282,TE,PHI,1,1,0,24,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,
Tanner Gentry,12170,WR,BUF,3,1,0,4,7.0,0,0.0,,0,0,,0,0,0,,53.9,0,0,0.0,0,6,0,100.0,6,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,55.6,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0
Marcus Kemp,12137,WR,KC,3,1,0,16,,0,,,0,0,,0,0,0,,55.1,0,0,0.0,0,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,0,11.0,0,100.0,,0,0,0.0,0,1,0,64.7,65.1,0,13,0.0,0,13,1,100.0,13,118.8,1,100.0,0,13,2,2.0,13.0,1.0
C.J. Board,12088,WR,TEN,1,1,0,31,,0,,,0,0,,0,0,0,,58.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,6.0,0,100.0,,0,0,0.0,0,0,0,64.7,55.9,0,6,0.0,0,8,1,100.0,8,91.7,1,100.0,0,6,0,0.0,6.0,0.75
J.J. Taylor,25512,HB,NE,1,1,0,19,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,3.0,1,100.0,,0,0,0.0,0,0,0,64.7,71.9,0,8,0.0,0,6,1,100.0,6,100.0,1,100.0,0,8,5,5.0,8.0,1.33
Kirk Cousins,7102,QB,MIN,18,1,0,18,,0,,,0,0,,0,0,1,,55.3,0,0,0.0,0,231,0,0.9,2,0.0,0,0.0,0,0,0,,,0.0,0,-6.0,1,100.0,,0,0,0.0,0,0,4,64.7,57.4,0,-2,0.0,0,420,1,0.7,3,79.2,1,100.0,0,-2,4,4.0,-2.0,-0.67
Tom Brady,698,QB,TB,18,1,0,30,,0,,,0,0,,0,0,2,,,0,0,0.0,0,193,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,15.0,0,0.0,,0,0,,0,0,1,,59.9,1,0,0.0,0,522,0,0.2,1,0.0,1,100.0,0,0,0,,,0.0
Tyler Badie,83714,HB,DEN,1,1,0,10,,0,,,0,0,,0,0,0,,59.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-7.0,0,100.0,,0,0,0.0,0,1,0,64.7,79.5,0,24,0.0,0,2,1,100.0,2,158.3,1,100.0,1,24,31,31.0,24.0,12.0
Tyler Mabry,25705,TE,SEA,2,1,0,29,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,5.0,0,100.0,,0,0,0.0,0,1,0,64.7,84.6,0,7,33.3,1,3,1,66.7,2,135.4,1,100.0,1,7,2,2.0,7.0,3.5
Patrick Mahomes,11765,QB,KC,20,1,0,16,,0,,,0,0,,0,0,1,,,0,0,0.0,0,313,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,2,,,0,0,0.0,0,449,0,0.0,0,0.0,0,0.0,0,0,0,,,
